[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2021-11-17 12:31:01.743289 I | etcdmain: etcd Version: 3.4.13
2021-11-18 01:03:42.020217 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:03:52.019188 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:04:02.018749 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:04:08.614055 I | mvcc: store.index: compact 30240
2021-11-18 01:04:08.626799 I | mvcc: finished scheduled compaction at 30240 (took 12.2719ms)
2021-11-18 01:04:11.988808 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:04:21.987593 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:04:31.985462 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:04:41.954589 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:04:51.951265 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:05:01.952155 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:05:11.919223 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:05:21.921437 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:05:31.917508 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:05:41.884598 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:05:51.883957 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:06:01.884467 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:06:11.851408 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:06:21.850619 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:06:31.849950 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:06:41.815682 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:06:51.816165 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:07:01.815914 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:07:11.783355 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:07:21.783599 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:07:31.785400 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:07:41.749844 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:07:51.750318 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:08:01.749724 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:08:11.890363 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:08:21.715088 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:08:31.714877 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:08:41.682090 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:08:51.682956 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:09:01.683876 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:09:08.293453 I | mvcc: store.index: compact 30604
2021-11-18 01:09:08.296064 I | mvcc: finished scheduled compaction at 30604 (took 1.9816ms)
2021-11-18 01:09:11.647755 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:09:21.647585 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:09:31.646143 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:09:41.613063 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:09:51.612380 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:10:01.612987 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:10:11.577889 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:10:21.579488 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:10:31.577892 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:10:41.544834 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:10:51.546873 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:11:01.545797 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:11:11.510233 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:11:21.511041 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:11:31.509266 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:11:41.477201 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:11:51.478030 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:12:01.475697 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:12:11.441888 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:12:21.444094 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:12:31.443401 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:12:41.410467 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:12:51.412215 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:13:01.410300 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:13:11.374952 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:13:21.374018 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:13:31.375052 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:13:41.343112 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:13:51.342106 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:14:01.339665 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:14:07.970823 I | mvcc: store.index: compact 30974
2021-11-18 01:14:07.973873 I | mvcc: finished scheduled compaction at 30974 (took 1.5924ms)
2021-11-18 01:14:11.306617 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:14:21.309340 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:14:31.306661 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:14:41.273724 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:14:51.273133 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:15:01.274155 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:15:11.239110 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:15:21.243815 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:15:31.238785 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:15:41.213332 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:15:51.206145 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:16:01.206408 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:16:11.170741 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:16:21.170398 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:16:31.170740 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:16:41.137797 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:16:51.138560 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:17:01.137094 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:17:11.103605 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:17:21.105951 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:17:31.106921 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:17:41.071233 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:17:51.069115 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:18:01.073101 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:18:11.036013 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:18:21.037226 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:18:31.035519 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:18:41.001963 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:18:51.004555 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:19:01.002427 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:19:07.641684 I | mvcc: store.index: compact 31340
2021-11-18 01:19:07.645307 I | mvcc: finished scheduled compaction at 31340 (took 1.6036ms)
2021-11-18 01:19:10.967614 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:19:20.968990 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:19:30.967694 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:19:40.934290 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:19:50.934959 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:20:00.934050 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:20:10.902946 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:20:20.899739 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:20:30.898727 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:20:40.866608 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:20:50.866413 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:21:00.868897 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:21:10.831150 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:21:20.832632 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:21:28.957484 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/\" range_end:\"/registry/services/endpoints0\" count_only:true " with result "range_response_count:0 size:8" took too long (603.2042ms) to execute
2021-11-18 01:21:30.831059 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:21:40.796806 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:21:50.800342 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:22:00.798857 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:22:10.762471 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:22:20.764836 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:22:30.762777 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:22:40.728218 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:22:50.728132 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:23:00.730745 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:23:10.695039 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:23:20.696005 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:23:30.695373 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:23:40.661458 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:23:50.661337 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:23:50.675282 I | etcdserver: start to snapshot (applied: 40004, lastsnap: 30003)
2021-11-18 01:23:50.692361 I | etcdserver: saved snapshot at index 40004
2021-11-18 01:23:50.700295 I | etcdserver: compacted raft log at 35004
2021-11-18 01:24:00.663370 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:24:07.314299 I | mvcc: store.index: compact 31710
2021-11-18 01:24:07.315723 I | mvcc: finished scheduled compaction at 31710 (took 1.0165ms)
2021-11-18 01:24:10.628659 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:24:20.627046 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:24:30.627681 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:24:40.592303 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:24:50.594565 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:25:00.591971 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:25:10.559854 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:25:20.563139 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:25:30.559563 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:25:40.526660 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:25:50.524772 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:26:00.527125 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:26:10.492958 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:26:20.495447 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:26:30.492734 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:26:40.458207 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:26:50.459501 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:27:00.456793 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:27:10.427178 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:27:20.423405 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:27:30.424126 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:27:40.391861 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:27:50.391189 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:28:00.390021 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:28:10.358481 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:28:20.357535 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:28:30.354732 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:28:40.324075 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:28:50.322501 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:29:00.322099 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:29:06.985898 I | mvcc: store.index: compact 32075
2021-11-18 01:29:06.987160 I | mvcc: finished scheduled compaction at 32075 (took 677.5µs)
2021-11-18 01:29:10.288740 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:29:20.288445 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:29:30.287884 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:29:40.254134 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:29:50.257177 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:30:00.255455 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:30:10.222901 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:30:20.218701 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:30:30.218689 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:30:40.186362 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:30:50.187275 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:31:00.188312 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:31:10.154883 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:31:20.156199 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:31:30.151516 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:31:40.118154 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:31:50.119578 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:32:00.117508 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:32:10.082258 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:32:20.081943 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:32:30.081503 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:32:40.051145 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:32:50.051116 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:33:00.049847 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:33:10.017868 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:33:20.016934 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:33:30.016894 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:33:39.982334 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:33:49.983548 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:33:59.984649 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:34:06.656417 I | mvcc: store.index: compact 32444
2021-11-18 01:34:06.657719 I | mvcc: finished scheduled compaction at 32444 (took 1.1175ms)
2021-11-18 01:34:09.947975 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:34:19.949000 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:34:29.948149 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:34:39.916830 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:34:49.914500 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:34:59.918079 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:35:09.881002 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:35:19.881055 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:35:30.206903 W | wal: sync duration of 2.7079551s, expected less than 1s
2021-11-18 01:35:30.215633 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:37:41.525920 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:37:51.512788 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:38:01.512761 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:38:11.478246 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:38:21.495931 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:38:31.475719 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:39:56.638309 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:40:06.639941 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:40:16.640280 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:40:26.605562 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:40:29.848750 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (121.6905ms) to execute
2021-11-18 01:40:36.604802 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 01:40:46.611743 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 02:09:24.366964 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 02:09:34.370818 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 02:09:44.368827 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 02:57:50.600863 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 02:58:00.598675 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 02:58:10.597571 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 02:58:20.057142 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 02:58:30.053780 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 02:58:40.055370 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:07:19.970251 I | mvcc: store.index: compact 32811
2021-11-18 03:07:19.971312 I | mvcc: finished scheduled compaction at 32811 (took 818.5µs)
2021-11-18 03:07:23.255958 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:07:33.255077 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:07:43.253533 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:07:53.225690 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:08:03.221375 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:08:05.290455 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (115.8057ms) to execute
2021-11-18 03:08:13.219160 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:15:11.547219 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:15:21.550587 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:15:31.547827 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:15:41.518011 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:15:51.515108 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:16:01.517223 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:58:46.525177 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:58:56.523970 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 03:59:06.524590 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 05:59:12.279709 W | etcdserver: read-only range request "key:\"/registry/services/specs/\" range_end:\"/registry/services/specs0\" count_only:true " with result "range_response_count:0 size:8" took too long (185.7109ms) to execute
2021-11-18 05:59:12.280627 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (123.2742ms) to execute
2021-11-18 05:59:14.538453 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 05:59:24.542439 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 05:59:34.540363 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 05:59:44.623451 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 05:59:54.619756 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:00:04.975448 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:00:05.118710 W | etcdserver: read-only range request "key:\"/registry/flowschemas/exempt\" " with result "range_response_count:1 size:880" took too long (121.7503ms) to execute
2021-11-18 06:00:05.123949 W | etcdserver: read-only range request "key:\"/registry/endpointslices/\" range_end:\"/registry/endpointslices0\" count_only:true " with result "range_response_count:0 size:8" took too long (148.7938ms) to execute
2021-11-18 06:00:05.124786 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (124.8069ms) to execute
2021-11-18 06:26:55.667373 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:27:05.670889 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:27:15.668187 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:27:25.758803 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:27:35.761476 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:27:45.759004 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:28:11.774472 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:28:21.773564 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:28:31.777464 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:28:38.502494 I | mvcc: store.index: compact 33169
2021-11-18 06:28:38.504717 I | mvcc: finished scheduled compaction at 33169 (took 998.3µs)
2021-11-18 06:28:41.738925 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:28:51.741476 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:29:01.744618 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:30:40.764860 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:30:50.761683 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 06:31:00.762951 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 08:31:07.184078 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes/\" range_end:\"/registry/persistentvolumes0\" " with result "range_response_count:0 size:6" took too long (136.3203ms) to execute
2021-11-18 08:31:07.184298 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (125.7119ms) to execute
2021-11-18 08:31:08.328086 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 08:31:18.328330 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 08:31:28.326513 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 08:31:38.152387 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 08:31:48.154966 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 08:31:58.151223 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 09:22:34.295747 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 09:22:44.295491 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 09:22:54.292394 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 09:23:04.258090 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 09:23:14.259394 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 09:23:24.257357 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 11:23:31.344184 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 11:23:41.344968 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 11:23:51.343511 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 11:24:01.311427 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 11:24:11.310035 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 11:24:21.312792 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:00:22.475524 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:00:32.475547 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:00:42.476464 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:00:52.441086 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:01:02.441723 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:01:12.441691 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:01:19.181337 I | mvcc: store.index: compact 33536
2021-11-18 12:01:19.183404 I | mvcc: finished scheduled compaction at 33536 (took 1.0916ms)
2021-11-18 12:01:22.407597 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-18 12:01:32.407117 I | etcdserver/api/etcdhttp: /health OK (status code 200)
